FROM_STATION,TO_STATION,FLOW
莲花西站,西丽站,114
莲花村站,香蜜站,18
翠竹站,桥头站,29
翠竹站,碧海湾站,37
荷坳站,红岭北站,52
莲花村站,龙华站,152
莲花西站,车公庙站,94
老街站,梅村站,140
莲花北站,农林站,30
翻身站,碧头站,33
翠竹站,机场站,80
莲花村站,黄贝岭站,31
老街站,下梅林站,152
莲花西站,赤湾站,15
莲花北站,深云站,6
荷坳站,八卦岭站,39
翻身站,向西村站,1
莲花村站,鲤鱼门站,26
莲花西站,购物公园站,102
老街站,梅景站,146
翠竹站,机场北站,1
荷坳站,黄木岗站,19
莲花北站,桃源村站,7
翻身站,人民南站,1
翠竹站,福永站,59
莲花村站,高新园站,98
老街站,香梅站,31
莲花西站,西乡站,39
莲花北站,龙井站,6
荷坳站,华强南站,9
红树湾站,鹿丹村站,1
老街站,香蜜站,24
翠竹站,赤尾站,79
罗湖站,下沙站,112
翻身站,珠光站,160
荷坳站,西丽站,68
红树湾站,人民南站,1
翠竹站,华强南站,68
老街站,高新园站,375
翻身站,龙井站,87
罗湖站,香梅站,11
荷坳站,西乡站,6
罗湖站,园岭站,101
荷坳站,香梅北站,7
老街站,西丽湖站,39
红树湾站,马安山站,6
翠竹站,深湾站,1
翻身站,皇岗口岸站,11
老街站,茶光站,65
翠竹站,深圳湾公园站,14
荷坳站,香蜜湖站,10
红树湾站,塘尾站,6
罗湖站,红岭南站,10
翠竹站,洪湖站,80
翻身站,沙尾站,94
老街站,龙胜站,521
荷坳站,长龙站,69
罗湖站,银湖站,19
红树湾站,后亭站,3
荷坳站,草埔站,177
翻身站,皇岗村站,20
老街站,华强路站,1543
罗湖站,泥岗站,61
红树湾站,沙井站,7
翠竹站,红树湾南站,2
红树湾站,碧头站,2
罗湖站,梅村站,18
荷坳站,车公庙站,138
翠竹站,红岭北站,122
老街站,龙华站,704
翻身站,农林站,43
红树湾站,松岗站,4
翻身站,上沙站,60
荷坳站,长岭陂站,13
老街站,龙城广场站,373
翠竹站,笋岗站,155
罗湖站,孖岭站,11
荷坳站,购物公园站,89
翻身站,桃源村站,97
老街站,鲤鱼门站,73
翠竹站,黄木岗站,117
罗湖站,梅景站,25
荷坳站,赤湾站,3
老街站,黄贝岭站,242
翠竹站,八卦岭站,83
罗湖站,下梅林站,21
翻身站,深云站,11
翠竹站,下沙站,75
翻身站,赤尾站,42
莲花北站,西丽站,78
老街站,珠光站,62
罗湖站,鹿丹村站,7
红树湾站,桥头站,4
红树湾站,福永站,3
罗湖站,人民南站,2
翠竹站,香梅站,21
老街站,龙井站,67
荷坳站,高新园站,64
莲花北站,西乡站,18
翻身站,华强南站,8
荷坳站,鲤鱼门站,7
老街站,桃源村站,51
翠竹站,梅景站,87
莲花北站,购物公园站,275
罗湖站,向西村站,17
翻身站,黄木岗站,16
罗湖站,沙井站,206
荷坳站,华强路站,99
老街站,皇岗村站,68
翠竹站,泥岗站,81
莲花北站,草埔站,22
翻身站,红树湾南站,16
荷坳站,西丽湖站,8
翠竹站,园岭站,80
老街站,皇岗口岸站,121
莲花北站,香梅北站,7
罗湖站,马安山站,110
翻身站,深湾站,7
荷坳站,茶光站,5
罗湖站,塘尾站,104
莲花北站,香蜜湖站,20
翠竹站,红岭南站,39
翻身站,深圳湾公园站,51
红树湾站,机场站,5
莲花北站,赤湾站,1
翠竹站,下梅林站,95
老街站,深云站,28
罗湖站,文锦站,4
荷坳站,黄贝岭站,56
翻身站,八卦岭站,30
红树湾站,碧海湾站,5
翠竹站,梅村站,54
莲花北站,车公庙站,121
罗湖站,碧头站,54
老街站,农林站,68
荷坳站,龙华站,50
翻身站,红岭北站,23
红树湾站,宝安站,5
翠竹站,孖岭站,66
荷坳站,龙城广场站,337
老街站,上沙站,285
罗湖站,松岗站,152
翻身站,笋岗站,24
莲花北站,长岭陂站,24
莲花北站,长龙站,50
老街站,沙尾站,349
翠竹站,银湖站,34
罗湖站,后亭站,81
红树湾站,南山站,38
翻身站,洪湖站,11
荷坳站,龙胜站,27
翻身站,香蜜湖站,39
翠竹站,茶光站,14
红树湾站,深圳湾公园站,14
白石龙站,大芬站,43
深大站,梅村站,147
深康站,红岭北站,18
爱联站,福田站,133
登良站,机场东站,32
海月站,碧海湾站,142
百鸽笼站,后海站,155
燕南站,老街站,152
白石洲站,岗厦站,489
清湖站,农林站,95
白石龙站,大新站,69
留仙洞站,海上世界站,12
深圳北站,碧头站,131
清湖站,深云站,30
田贝站,爱联站,183
白石龙站,大学城站,137
深大站,下梅林站,138
海月站,机场站,75
爱联站,福田口岸站,19
登良站,木棉湾站,43
留仙洞站,洪浪北站,661
白石洲站,岗厦北站,78
百鸽笼站,通新岭站,57
燕南站,翻身站,20
深圳北站,文锦站,32
深康站,八卦岭站,10
深大站,红岭南站,1
登良站,民治站,96
留仙洞站,清湖站,405
深圳北站,塘尾站,333
白石洲站,新安站,127
田贝站,百鸽笼站,481
燕南站,蛇口港站,30
爱联站,红岭站,90
白石龙站,宝体站,21
百鸽笼站,坪洲站,43
深康站,深圳湾公园站,9
清湖站,皇岗口岸站,113
百鸽笼站,坂田站,484
田贝站,白石龙站,62
登良站,民乐站,87
燕南站,莲花西站,147
留仙洞站,深康站,11
深圳北站,马安山站,312
白石洲站,怡景站,18
白石龙站,安托山站,9
爱联站,红山站,18
深大站,园岭站,72
深康站,红树湾南站,1
登良站,横岗站,32
深圳北站,沙井站,586
田贝站,白石洲站,61
深大站,泥岗站,87
百鸽笼站,国贸站,172
白石洲站,布心站,22
燕南站,莲花村站,12
清湖站,皇岗村站,63
留仙洞站,深大站,151
白石龙站,太安站,42
爱联站,竹子林站,45
深圳北站,机场北站,4
深大站,向西村站,1
登良站,永湖站,6
深康站,梅景站,44
白石洲站,景田站,161
爱联站,翠竹站,250
白石龙站,少年宫站,947
百鸽笼站,大剧院站,1033
田贝站,福民站,125
清湖站,黄木岗站,102
留仙洞站,燕南站,20
爱联站,翻身站,21
清湖站,八卦岭站,133
深圳北站,机场站,701
登良站,洪浪北站,66
田贝站,福田口岸站,68
百鸽笼站,大学城站,80
白石龙站,岗厦北站,271
深康站,下梅林站,55
白石洲站,木棉湾站,44
留仙洞站,爱联站,25
深大站,文锦站,4
爱联站,红树湾站,1
深大站,鹿丹村站,2
深康站,下沙站,48
清湖站,赤尾站,168
田贝站,益田站,183
深圳北站,桥头站,375
登良站,水湾站,410
百鸽笼站,塘坑站,172
白石洲站,新秀站,30
白石龙站,宝华站,44
留仙洞站,湾厦站,5
清湖站,华强南站,131
爱联站,罗湖站,280
百鸽笼站,塘朗站,120
田贝站,石厦站,186
白石洲站,晒布站,71
留仙洞站,灵芝站,749
深圳北站,福永站,503
登良站,水贝站,17
深康站,香梅站,42
白石龙站,宝安中心站,61
深大站,红树湾南站,3
百鸽笼站,华侨城站,19
登良站,布心站,19
海月站,沙井站,86
深圳北站,泥岗站,165
白石洲站,太安站,20
清湖站,华强路站,898
白石龙站,国贸站,298
田贝站,深大站,99
深康站,皇岗村站,6
灵芝站,莲花村站,26
留仙洞站,横岗站,52
燕南站,竹子林站,16
爱联站,白石洲站,34
百鸽笼站,前海湾站,20
登良站,布吉站,83
留仙洞站,桃园站,129
清湖站,龙胜站,2405
深大站,洪湖站,22
深圳北站,银湖站,75
深康站,沙尾站,59
田贝站,深圳北站,242
灵芝站,莲花北站,63
海上世界站,南山站,199
燕南站,科苑站,81
海月站,后亭站,18
爱联站,登良站,18
白石龙站,固戍站,40
白石洲站,大运站,27
燕南站,红岭站,2
灵芝站,蛇口港站,33
白石洲站,宝体站,213
留仙洞站,民治站,843
深圳北站,红岭南站,100
爱联站,百鸽笼站,92
百鸽笼站,华新站,149
清湖站,茶光站,110
田贝站,清湖站,115
白石龙站,坪洲站,48
登良站,新安站,23
海月站,塘尾站,37
深大站,深圳湾公园站,21
深大站,深湾站,3
清湖站,西丽湖站,40
白石龙站,坂田站,170
田贝站,深康站,9
登良站,怡景站,39
燕南站,红山站,127
百鸽笼站,华强北站,593
留仙洞站,民乐站,80
华侨城站,华新站,30
丹竹头站,香蜜湖站,54
东角头站,深圳湾公园站,31
下水径站,塘尾站,16
前海湾站,坪洲站,74
侨城东站,百鸽笼站,21
下水径站,马安山站,10
湖贝站,皇岗口岸站,58
华侨城站,华强北站,18
丹竹头站,香梅北站,34
华强北站,丹竹头站,437
世界之窗站,园岭站,58
侨城北站,深康站,104
六约站,怡景站,136
会展中心站,红山站,1227
侨香站,民乐站,67
侨城东站,白石龙站,106
前海湾站,坂田站,32
兴东站,安托山站,24
东角头站,深湾站,6
临海站,西丽湖站,2
临海站,深云站,1
世界之窗站,文锦站,6
前海湾站,大学城站,41
六约站,木棉湾站,301
华侨城站,通新岭站,26
丹竹头站,黄贝岭站,423
会展中心站,翻身站,160
华强北站,侨香站,334
侨城东站,福田口岸站,111
华新站,下水径站,173
侨香站,洪浪北站,32
东角头站,下梅林站,29
兴东站,岗厦北站,27
下水径站,机场站,50
湖贝站,八卦岭站,48
侨城北站,爱联站,13
五和站,赤湾站,17
临海站,农林站,2
前海湾站,大新站,83
丹竹头站,龙华站,132
华新站,世界之窗站,54
会展中心站,老街站,888
华侨城站,后海站,166
侨香站,海上世界站,66
湖贝站,红岭北站,35
华强北站,六约站,76
五和站,车公庙站,904
侨城北站,田贝站,22
侨城东站,福田站,86
兴东站,岗厦站,58
世界之窗站,碧头站,26
东角头站,梅村站,27
六约站,机场东站,7
下水径站,碧海湾站,9
临海站,上沙站,3
华新站,东角头站,10
五和站,长岭陂站,557
东角头站,孖岭站,20
会展中心站,荷坳站,78
华侨城站,后瑞站,40
六约站,杨美站,108
丹竹头站,龙城广场站,520
侨香站,海月站,97
侨城东站,科学馆站,175
世界之窗站,松岗站,111
侨城北站,留仙洞站,38
湖贝站,笋岗站,90
华强北站,兴东站,72
兴东站,市民中心站,45
下水径站,宝安站,4
前海湾站,大芬站,1
华强北站,前海湾站,7
六约站,桃园站,26
兴东站,布吉站,308
侨香站,深圳北站,79
华侨城站,固戍站,114
会展中心站,莲花北站,833
五和站,长龙站,1188
侨城北站,登良站,215
侨城东站,科苑站,100
世界之窗站,后亭站,41
下水径站,南山站,110
华新站,湖贝站,23
丹竹头站,龙胜站,98
临海站,沙尾站,2
湖贝站,洪湖站,21
东角头站,银湖站,12
临海站,珠光站,1
前海湾站,塘坑站,5
侨城北站,湾厦站,64
五和站,西丽站,2148
侨香站,水湾站,55
侨城东站,益田站,67
会展中心站,红树湾站,18
华新站,上塘站,168
六约站,新秀站,30
湖贝站,赤尾站,87
华强北站,会展中心站,159
兴东站,宝华站,305
华侨城站,南联站,20
东角头站,下沙站,88
下水径站,桥头站,12
丹竹头站,香蜜站,9
世界之窗站,鹿丹村站,10
临海站,龙井站,2
侨城东站,石厦站,67
五和站,西乡站,401
华侨城站,双龙站,28
侨城北站,灵芝站,61
华新站,上梅林站,158
丹竹头站,高新园站,428
兴东站,宝安中心站,835
六约站,晒布站,264
会展中心站,罗湖站,717
湖贝站,华强南站,40
下水径站,福永站,28
世界之窗站,人民南站,7
东角头站,香梅站,16
华强北站,侨城东站,12
前海湾站,塘朗站,39
侨香站,水贝站,16
兴东站,少年宫站,41
华新站,上水径站,78
侨城北站,燕南站,53
会展中心站,翠竹站,256
华强北站,侨城北站,129
六约站,景田站,63
侨城东站,福民站,73
华侨城站,吉祥站,12
五和站,购物公园站,249
前海湾站,大剧院站,11
东角头站,梅景站,37
丹竹头站,鲤鱼门站,28
湖贝站,黄木岗站,44
侨香站,永湖站,8
世界之窗站,向西村站,17
会展中心站,百鸽笼站,201
侨城北站,民治站,102
侨城东站,清湖站,548
侨香站,新安站,25
兴东站,坪洲站,1404
世界之窗站,深圳湾公园站,70
华侨城站,五和站,50
下水径站,红岭南站,12
六约站,宝体站,11
湖贝站,茶光站,19
上水径站,塘尾站,11
前海湾站,华新站,6
临海站,香梅北站,1
世界之窗站,深湾站,1
东角头站,皇岗口岸站,11
华侨城站,丹竹头站,35
双龙站,水贝站,129
后海站,塘朗站,138
华侨城站,西乡站,89
六约站,华强南站,50
国贸站,上梅林站,117
侨城北站,人民南站,4
前海湾站,高新园站,35
吉祥站,晒布站,158
兴东站,龙井站,121
固戍站,侨城东站,254
通新岭站,宝安中心站,23
侨香站,香梅站,93
侨城东站,福永站,51
后瑞站,双龙站,25
南联站,灵芝站,59
通新岭站,宝华站,7
后海站,塘坑站,94
固戍站,会展中心站,361
侨香站,下沙站,136
国贸站,上塘站,185
兴东站,珠光站,256
吉祥站,新秀站,20
侨城东站,桥头站,43
后瑞站,南联站,10
华侨城站,西丽站,50
双龙站,水湾站,31
六约站,赤尾站,37
南联站,湾厦站,3
侨城北站,鹿丹村站,4
吉祥站,新安站,2
双龙站,民治站,193
固戍站,五和站,434
后海站,坪洲站,2207
前海湾站,香蜜湖站,3
南联站,清湖站,95
侨香站,深圳湾公园站,18
后瑞站,华新站,30
兴东站,茶光站,82
侨城东站,塘尾站,26
通新岭站,宝体站,10
侨香站,红树湾南站,1
兴东站,华强路站,55
后瑞站,华侨城站,49
双龙站,横岗站,1463
后海站,国贸站,191
通新岭站,太安站,64
吉祥站,布心站,44
南联站,深大站,59
侨城北站,泥岗站,44
侨城东站,沙井站,45
固戍站,临海站,10
六约站,皇岗村站,17
前海湾站,草埔站,5
前海湾站,香梅北站,1
南联站,深康站,3
兴东站,西丽湖站,55
六约站,皇岗口岸站,21
侨城北站,园岭站,29
后海站,坂田站,231
吉祥站,怡景站,82
通新岭站,安托山站,5
侨城东站,马安山站,37
侨香站,深湾站,10
固戍站,丹竹头站,74
双龙站,民乐站,32
后瑞站,华强北站,10
六约站,上沙站,37
双龙站,杨美站,133
兴东站,龙城广场站,22
通新岭站,大芬站,368
侨香站,笋岗站,30
后瑞站,兴东站,290
固戍站,东角头站,76
侨城东站,松岗站,35
会展中心站,宝安站,59
前海湾站,长岭陂站,5
后海站,后瑞站,340
侨城北站,孖岭站,27
吉祥站,市民中心站,19
南联站,海月站,14
南联站,深圳北站,297
侨城北站,银湖站,10
吉祥站,布吉站,437
通新岭站,大运站,64
会展中心站,南山站,391
兴东站,龙胜站,278
后海站,固戍站,1452
六约站,沙尾站,40
固戍站,湖贝站,50
侨香站,洪湖站,17
前海湾站,长龙站,13
后瑞站,前海湾站,34
双龙站,桃园站,61
侨城东站,后亭站,20
六约站,深云站,80
南联站,洪浪北站,36
会展中心站,机场站,130
侨城东站,文锦站,2
固戍站,下水径站,66
兴东站,黄贝岭站,118
双龙站,木棉湾站,526
后海站,通新岭站,113
侨城北站,下梅林站,64
通新岭站,大学城站,14
后瑞站,侨香站,32
吉祥站,岗厦北站,3
侨香站,八卦岭站,30
双龙站,机场东站,27
前海湾站,车公庙站,54
侨香站,红岭北站,37
侨城北站,梅村站,58
兴东站,龙华站,295
固戍站,世界之窗站,360
会展中心站,碧海湾站,168
后瑞站,六约站,12
吉祥站,岗厦站,71
南联站,海上世界站,4
六约站,农林站,17
通新岭站,大新站,64
侨城东站,碧头站,29
固戍站,上塘站,71
前海湾站,西丽站,49
后海站,南联站,70
双龙站,新秀站,37
通新岭站,塘坑站,148
后瑞站,会展中心站,190
吉祥站,宝华站,16
侨香站,赤尾站,41
六约站,珠光站,20
会展中心站,桥头站,134
侨城北站,下沙站,93
南联站,水湾站,7
兴东站,香蜜站,5
会展中心站,机场北站,1
固戍站,上水径站,54
双龙站,景田站,70
通新岭站,大剧院站,97
兴东站,鲤鱼门站,198
南联站,永湖站,229
侨香站,黄木岗站,42
吉祥站,少年宫站,127
前海湾站,购物公园站,6
后海站,吉祥站,55
后瑞站,侨城北站,55
六约站,桃源村站,14
侨城北站,梅景站,67
侨城东站,向西村站,1
前海湾站,西乡站,52
双龙站,晒布站,321
会展中心站,福永站,214
侨香站,华强南站,61
南联站,水贝站,82
兴东站,高新园站,337
购物公园站,永湖站,41
深云站,民乐站,5
桃源村站,孖岭站,25
孖岭站,人民南站,145
水贝站,人民南站,5
机场东站,香蜜站,4
大新站,东角头站,79
罗湖站,皇岗口岸站,79
灵芝站,莲花西站,38
下水径站,园岭站,147
侨城北站,香梅站,24
福永站,塘尾站,454
南山站,香蜜湖站,83
机场站,深圳湾公园站,32
碧海湾站,皇岗村站,22
宝安站,华强路站,71
福永站,沙井站,1195
南山站,草埔站,140
机场站,红树湾南站,70
福永站,马安山站,580
南山站,香梅北站,79
碧海湾站,皇岗口岸站,33
机场站,深湾站,3
碧海湾站,上沙站,134
桥头站,宝安站,611
福永站,松岗站,927
宝安站,龙城广场站,7
机场站,笋岗站,32
南山站,长岭陂站,19
福永站,后亭站,589
机场站,洪湖站,31
桥头站,南山站,967
南山站,长龙站,114
宝安站,龙胜站,8
碧海湾站,沙尾站,140
机场站,八卦岭站,14
宝安站,黄贝岭站,52
南山站,赤湾站,29
桥头站,机场站,483
福永站,文锦站,2
碧海湾站,深云站,6
机场北站,梅村站,2
碧海湾站,农林站,43
福永站,碧头站,378
机场站,红岭北站,46
桥头站,碧海湾站,1130
南山站,车公庙站,1856
宝安站,龙华站,13
福永站,人民南站,2
机场北站,香梅站,1
宝安站,高新园站,76
